"timestep","temp","hum","prec","epsilon","mu_A","theta","gamma_V","phi_HV","phi_VH","mu_V_temp","mu_V_hum","c_temp","c_rain","mu_A_rain","a_rain","gam_V_temp","a_hum"
453.9375,16.8058,0.9013,0.0263,0.0368,0.013,0.9536,0.0388,0.3138,0.2551,0.0201,0.5578,0.6718,0.0128,7e-04,0.0128,-0.3403,0.1704
454,16.8013,0.9006,0.0259,0.0368,0.013,0.9519,0.0388,0.3134,0.2548,0.0202,0.5585,0.6716,0.0124,0.0011,0.0124,-0.344,0.1698
454.0625,16.7952,0.8998,0.0255,0.0367,0.013,0.9495,0.0388,0.3129,0.2544,0.0202,0.5592,0.6713,0.012,0.0015,0.012,-0.3491,0.1691
454.125,16.7874,0.899,0.025,0.0366,0.013,0.9465,0.0388,0.3123,0.2538,0.0202,0.56,0.6709,0.0115,0.002,0.0115,-0.3555,0.1683
454.1875,16.7779,0.8981,0.0245,0.0365,0.013,0.9429,0.0387,0.3116,0.2531,0.0202,0.5608,0.6705,0.011,0.0025,0.011,-0.3632,0.1675
454.25,16.7667,0.8972,0.024,0.0364,0.013,0.9387,0.0387,0.3107,0.2523,0.0202,0.5617,0.67,0.0105,0.003,0.0105,-0.3722,0.1665
454.3125,16.7539,0.8961,0.0234,0.0362,0.013,0.9338,0.0387,0.3097,0.2514,0.0202,0.5627,0.6694,0.0099,0.0036,0.0099,-0.3824,0.1656
454.375,16.7394,0.895,0.0228,0.0361,0.013,0.9283,0.0386,0.3086,0.2503,0.0202,0.5638,0.6687,0.0093,0.0042,0.0093,-0.3937,0.1645
454.4375,16.7232,0.8939,0.0221,0.0359,0.013,0.9221,0.0385,0.3073,0.2491,0.0203,0.5649,0.6679,0.0086,0.0049,0.0086,-0.4062,0.1634
454.5,16.7054,0.8926,0.0214,0.0357,0.0129,0.9154,0.0385,0.3059,0.2478,0.0203,0.5661,0.6671,0.0079,0.0056,0.0079,-0.4197,0.1622
454.5625,16.6858,0.8914,0.0208,0.0355,0.0129,0.9081,0.0384,0.3044,0.2464,0.0203,0.5673,0.6662,0.0073,0.0062,0.0073,-0.4341,0.161
454.625,16.6646,0.8902,0.0203,0.0353,0.0129,0.9002,0.0383,0.3028,0.2449,0.0203,0.5684,0.6651,0.0068,0.0067,0.0068,-0.4494,0.1599
454.6875,16.6417,0.8891,0.02,0.035,0.0129,0.8917,0.0383,0.301,0.2432,0.0204,0.5695,0.664,0.0065,0.007,0.0065,-0.4655,0.1588
454.75,16.6172,0.888,0.0198,0.0347,0.0129,0.8826,0.0382,0.2991,0.2414,0.0204,0.5705,0.6629,0.0063,0.0072,0.0063,-0.4823,0.1578
454.8125,16.591,0.887,0.0198,0.0345,0.0129,0.8729,0.0381,0.2971,0.2395,0.0204,0.5715,0.6616,0.0063,0.0072,0.0063,-0.4996,0.1568
454.875,16.5631,0.886,0.0198,0.0342,0.0129,0.8628,0.038,0.2949,0.2374,0.0205,0.5725,0.6602,0.0063,0.0072,0.0063,-0.5174,0.1558
454.9375,16.5335,0.8851,0.0201,0.0338,0.0129,0.852,0.0379,0.2926,0.2353,0.0205,0.5734,0.6588,0.0066,0.0069,0.0066,-0.5356,0.1549
455,16.5022,0.8841,0.0204,0.0335,0.0129,0.8408,0.0378,0.2902,0.233,0.0206,0.5743,0.6573,0.0069,0.0066,0.0069,-0.554,0.154
455.0625,16.4693,0.8833,0.0209,0.0331,0.013,0.829,0.0376,0.2876,0.2306,0.0206,0.5751,0.6556,0.0074,0.0061,0.0074,-0.5726,0.1532
455.125,16.4347,0.8824,0.0215,0.0328,0.013,0.8167,0.0375,0.285,0.2281,0.0207,0.5759,0.6539,0.008,0.0055,0.008,-0.5912,0.1524
455.1875,16.3984,0.8817,0.0223,0.0324,0.013,0.804,0.0374,0.2822,0.2254,0.0207,0.5767,0.6521,0.0088,0.0047,0.0088,-0.6097,0.1516
455.25,16.3605,0.8809,0.0232,0.032,0.013,0.7908,0.0373,0.2792,0.2227,0.0208,0.5774,0.6502,0.0097,0.0038,0.0097,-0.6281,0.1509
455.3125,16.3209,0.8802,0.0242,0.0316,0.0131,0.7771,0.0371,0.2762,0.2198,0.0209,0.5781,0.6481,0.0107,0.0028,0.0107,-0.6462,0.1502
455.375,16.2796,0.8796,0.0254,0.0311,0.0131,0.763,0.037,0.273,0.2168,0.0209,0.5787,0.646,0.0119,0.0016,0.0119,-0.664,0.1496
455.4375,16.2366,0.8789,0.0267,0.0307,0.0132,0.7485,0.0368,0.2697,0.2136,0.021,0.5793,0.6438,0.0132,3e-04,0.0132,-0.6814,0.149
455.5,16.192,0.8784,0.0281,0.0302,0.0133,0.7336,0.0367,0.2663,0.2104,0.0211,0.5799,0.6415,0.0146,-0.0011,0.0146,-0.6984,0.1484
455.5625,16.1496,0.8777,0.0295,0.0298,0.0134,0.7195,0.0365,0.2631,0.2073,0.0212,0.5805,0.6393,0.016,-0.0025,0.016,-0.7134,0.1478
455.625,16.1094,0.877,0.0307,0.0294,0.0134,0.7064,0.0364,0.26,0.2044,0.0212,0.5811,0.6371,0.0172,-0.0037,0.0172,-0.7269,0.1471
455.6875,16.0714,0.8763,0.0319,0.029,0.0135,0.6941,0.0363,0.2571,0.2016,0.0213,0.5819,0.6351,0.0184,-0.0049,0.0184,-0.7388,0.1464
455.75,16.0357,0.8755,0.033,0.0287,0.0136,0.6826,0.0361,0.2544,0.199,0.0214,0.5827,0.6332,0.0195,-0.006,0.0195,-0.7494,0.1456
455.8125,16.0022,0.8746,0.0341,0.0283,0.0137,0.672,0.036,0.2519,0.1966,0.0215,0.5835,0.6314,0.0206,-0.0071,0.0206,-0.7589,0.1448
455.875,15.971,0.8736,0.035,0.028,0.0138,0.6622,0.0359,0.2495,0.1943,0.0215,0.5844,0.6297,0.0215,-0.008,0.0215,-0.7674,0.1439
455.9375,15.942,0.8726,0.0359,0.0277,0.0139,0.6531,0.0358,0.2473,0.1922,0.0216,0.5854,0.6281,0.0224,-0.0089,0.0224,-0.7748,0.1429
456,15.9152,0.8716,0.0367,0.0275,0.0139,0.6448,0.0357,0.2453,0.1902,0.0217,0.5864,0.6266,0.0231,-0.0096,0.0231,-0.7815,0.1419
456.0625,15.8906,0.8705,0.0374,0.0272,0.014,0.6372,0.0357,0.2434,0.1884,0.0217,0.5875,0.6253,0.0238,-0.0103,0.0238,-0.7873,0.1408
456.125,15.8683,0.8693,0.038,0.027,0.0141,0.6304,0.0356,0.2417,0.1868,0.0218,0.5886,0.6241,0.0245,-0.011,0.0245,-0.7925,0.1396
456.1875,15.8482,0.8681,0.0385,0.0268,0.0142,0.6243,0.0355,0.2402,0.1853,0.0218,0.5898,0.6229,0.025,-0.0115,0.025,-0.797,0.1384
456.25,15.8304,0.8668,0.039,0.0266,0.0142,0.6189,0.0355,0.2389,0.184,0.0218,0.5911,0.622,0.0255,-0.012,0.0255,-0.8009,0.1372
456.3125,15.8147,0.8654,0.0394,0.0265,0.0143,0.6142,0.0354,0.2377,0.1829,0.0219,0.5924,0.6211,0.0258,-0.0123,0.0258,-0.8042,0.1359
456.375,15.8013,0.864,0.0396,0.0264,0.0143,0.6101,0.0354,0.2367,0.1819,0.0219,0.5938,0.6203,0.0261,-0.0126,0.0261,-0.807,0.1345
456.4375,15.7902,0.8625,0.0399,0.0262,0.0144,0.6068,0.0353,0.2359,0.1811,0.0219,0.5952,0.6197,0.0264,-0.0129,0.0264,-0.8092,0.133
456.5,15.7812,0.861,0.04,0.0262,0.0144,0.6041,0.0353,0.2352,0.1805,0.022,0.5967,0.6192,0.0265,-0.013,0.0265,-0.811,0.1316
456.5625,15.7723,0.8594,0.0401,0.0261,0.0144,0.6015,0.0353,0.2345,0.1798,0.022,0.5983,0.6187,0.0266,-0.0131,0.0266,-0.8128,0.13
456.625,15.7634,0.8576,0.0402,0.026,0.0145,0.5988,0.0352,0.2338,0.1792,0.022,0.6,0.6182,0.0267,-0.0132,0.0267,-0.8146,0.1283
456.6875,15.7545,0.8558,0.0403,0.0259,0.0145,0.5962,0.0352,0.2332,0.1785,0.022,0.6018,0.6177,0.0268,-0.0133,0.0268,-0.8163,0.1265
456.75,15.7455,0.8539,0.0404,0.0258,0.0146,0.5935,0.0352,0.2325,0.1778,0.0221,0.6037,0.6172,0.0269,-0.0134,0.0269,-0.818,0.1246
456.8125,15.7366,0.8519,0.0405,0.0257,0.0146,0.5909,0.0351,0.2318,0.1772,0.0221,0.6056,0.6167,0.027,-0.0135,0.027,-0.8197,0.1227
456.875,15.7277,0.8498,0.0406,0.0256,0.0146,0.5883,0.0351,0.2312,0.1765,0.0221,0.6077,0.6162,0.0271,-0.0136,0.0271,-0.8214,0.1206
456.9375,15.7188,0.8475,0.0407,0.0256,0.0147,0.5857,0.0351,0.2305,0.1759,0.0221,0.6099,0.6157,0.0272,-0.0137,0.0272,-0.823,0.1184
457,15.7098,0.8452,0.0408,0.0255,0.0147,0.5831,0.0351,0.2298,0.1752,0.0221,0.6121,0.6152,0.0273,-0.0138,0.0273,-0.8246,0.1162
457.0625,15.7009,0.8428,0.0408,0.0254,0.0147,0.5805,0.035,0.2292,0.1746,0.0222,0.6145,0.6146,0.0273,-0.0138,0.0273,-0.8263,0.1138
457.125,15.692,0.8403,0.0409,0.0253,0.0148,0.5779,0.035,0.2285,0.1739,0.0222,0.6169,0.6141,0.0274,-0.0139,0.0274,-0.8278,0.1114
457.1875,15.683,0.8377,0.0409,0.0252,0.0148,0.5753,0.035,0.2278,0.1733,0.0222,0.6195,0.6136,0.0274,-0.0139,0.0274,-0.8294,0.1088
457.25,15.6741,0.8351,0.0409,0.0251,0.0149,0.5727,0.0349,0.2272,0.1726,0.0222,0.6221,0.6131,0.0274,-0.0139,0.0274,-0.831,0.1062
457.3125,15.6652,0.8323,0.041,0.0251,0.0149,0.5701,0.0349,0.2265,0.172,0.0223,0.6248,0.6126,0.0275,-0.014,0.0275,-0.8325,0.1034
457.375,15.6562,0.8294,0.041,0.025,0.0149,0.5675,0.0349,0.2258,0.1713,0.0223,0.6277,0.6121,0.0275,-0.014,0.0275,-0.834,0.1006
457.4375,15.6473,0.8264,0.041,0.0249,0.015,0.565,0.0349,0.2252,0.1707,0.0223,0.6306,0.6116,0.0275,-0.014,0.0275,-0.8355,0.0977
457.5,15.6384,0.8233,0.041,0.0248,0.015,0.5624,0.0348,0.2245,0.17,0.0223,0.6336,0.6111,0.0275,-0.014,0.0275,-0.837,0.0946
457.5625,15.6283,0.8203,0.041,0.0247,0.0151,0.5596,0.0348,0.2237,0.1693,0.0223,0.6366,0.6105,0.0275,-0.014,0.0275,-0.8386,0.0916
457.625,15.6172,0.8173,0.041,0.0246,0.0151,0.5564,0.0348,0.2229,0.1685,0.0224,0.6396,0.6098,0.0275,-0.014,0.0275,-0.8404,0.0887
457.6875,15.6049,0.8143,0.041,0.0245,0.0152,0.5529,0.0347,0.222,0.1676,0.0224,0.6425,0.6091,0.0275,-0.014,0.0275,-0.8423,0.0858
457.75,15.5915,0.8114,0.041,0.0244,0.0152,0.5491,0.0347,0.221,0.1666,0.0224,0.6454,0.6084,0.0275,-0.014,0.0275,-0.8444,0.0829
457.8125,15.577,0.8085,0.041,0.0242,0.0153,0.545,0.0346,0.2199,0.1656,0.0225,0.6483,0.6075,0.0275,-0.014,0.0275,-0.8466,0.08
457.875,15.5614,0.8057,0.041,0.0241,0.0154,0.5406,0.0346,0.2188,0.1644,0.0225,0.6511,0.6066,0.0275,-0.014,0.0275,-0.8489,0.0772
457.9375,15.5446,0.8029,0.041,0.0239,0.0155,0.536,0.0345,0.2175,0.1632,0.0226,0.6539,0.6056,0.0275,-0.014,0.0275,-0.8514,0.0744
458,15.5268,0.8001,0.041,0.0238,0.0156,0.531,0.0345,0.2162,0.1619,0.0226,0.6567,0.6046,0.0275,-0.014,0.0275,-0.8539,0.0716
458.0625,15.5078,0.7973,0.041,0.0236,0.0157,0.5258,0.0344,0.2148,0.1605,0.0227,0.6594,0.6035,0.0275,-0.014,0.0275,-0.8566,0.0689
458.125,15.4877,0.7946,0.041,0.0234,0.0158,0.5203,0.0343,0.2133,0.1591,0.0227,0.6621,0.6023,0.0275,-0.014,0.0275,-0.8593,0.0662
458.1875,15.4665,0.7919,0.041,0.0232,0.0159,0.5145,0.0343,0.2117,0.1575,0.0228,0.6648,0.601,0.0275,-0.014,0.0275,-0.8621,0.0635
458.25,15.4442,0.7893,0.041,0.023,0.016,0.5084,0.0342,0.2101,0.1559,0.0229,0.6674,0.5997,0.0275,-0.014,0.0275,-0.865,0.0609
458.3125,15.4208,0.7867,0.041,0.0228,0.0161,0.5021,0.0341,0.2083,0.1542,0.0229,0.67,0.5983,0.0275,-0.014,0.0275,-0.8679,0.0583
458.375,15.3962,0.7841,0.041,0.0226,0.0163,0.4956,0.034,0.2065,0.1524,0.023,0.6725,0.5968,0.0275,-0.014,0.0275,-0.8708,0.0558
458.4375,15.3705,0.7816,0.041,0.0224,0.0164,0.4888,0.034,0.2046,0.1505,0.0231,0.675,0.5953,0.0275,-0.014,0.0275,-0.8738,0.0532
458.5,15.3438,0.7791,0.041,0.0221,0.0166,0.4817,0.0339,0.2027,0.1486,0.0232,0.6775,0.5936,0.0275,-0.014,0.0275,-0.8769,0.0507
458.5625,15.3175,0.7766,0.041,0.0219,0.0168,0.4749,0.0338,0.2007,0.1466,0.0232,0.68,0.5921,0.0275,-0.014,0.0275,-0.8797,0.0483
458.625,15.2919,0.7742,0.041,0.0217,0.0169,0.4683,0.0337,0.1988,0.1448,0.0233,0.6824,0.5905,0.0274,-0.0139,0.0274,-0.8824,0.0459
458.6875,15.2667,0.7719,0.0409,0.0214,0.0171,0.4618,0.0336,0.197,0.1429,0.0234,0.6847,0.589,0.0274,-0.0139,0.0274,-0.885,0.0436
458.75,15.2422,0.7696,0.0408,0.0212,0.0173,0.4556,0.0335,0.1952,0.1412,0.0235,0.687,0.5874,0.0273,-0.0138,0.0273,-0.8875,0.0413
458.8125,15.2182,0.7673,0.0408,0.021,0.0174,0.4495,0.0335,0.1934,0.1394,0.0236,0.6893,0.586,0.0273,-0.0138,0.0273,-0.8898,0.039
458.875,15.1948,0.7651,0.0407,0.0208,0.0176,0.4437,0.0334,0.1917,0.1377,0.0236,0.6915,0.5845,0.0272,-0.0137,0.0272,-0.892,0.0368
458.9375,15.1719,0.763,0.0406,0.0206,0.0178,0.438,0.0333,0.1901,0.136,0.0237,0.6936,0.5831,0.0271,-0.0136,0.0271,-0.8941,0.0347
459,15.1496,0.7608,0.0405,0.0204,0.0179,0.4325,0.0333,0.1884,0.1344,0.0238,0.6957,0.5817,0.027,-0.0135,0.027,-0.896,0.0326
459.0625,15.1278,0.7588,0.0403,0.0203,0.0181,0.4271,0.0332,0.1869,0.1328,0.0239,0.6978,0.5803,0.0268,-0.0133,0.0268,-0.8979,0.0305
459.125,15.1066,0.7568,0.0402,0.0201,0.0183,0.422,0.0331,0.1853,0.1313,0.0239,0.6998,0.579,0.0267,-0.0132,0.0267,-0.8997,0.0285
459.1875,15.0859,0.7548,0.04,0.0199,0.0184,0.417,0.0331,0.1838,0.1298,0.024,0.7018,0.5777,0.0265,-0.013,0.0265,-0.9014,0.0265
459.25,15.0658,0.7529,0.0398,0.0197,0.0186,0.4121,0.033,0.1824,0.1283,0.0241,0.7037,0.5764,0.0263,-0.0128,0.0263,-0.903,0.0246
459.3125,15.0463,0.751,0.0397,0.0196,0.0187,0.4075,0.0329,0.1809,0.1269,0.0242,0.7056,0.5752,0.0261,-0.0126,0.0261,-0.9045,0.0227
459.375,15.0273,0.7492,0.0394,0.0194,0.0189,0.403,0.0329,0.1796,0.1255,0.0242,0.7074,0.574,0.0259,-0.0124,0.0259,-0.906,0.0209
459.4375,15.0089,0.7474,0.0392,0.0193,0.019,0.3987,0.0328,0.1782,0.1242,0.0243,0.7092,0.5728,0.0257,-0.0122,0.0257,-0.9074,0.0191
459.5,14.9911,0.7457,0.039,0.0191,0.0192,0.3945,0.0328,0.177,0.1228,0.0244,0.7109,0.5717,0.0255,-0.012,0.0255,-0.9087,0.0174
459.5625,14.9732,0.744,0.0388,0.019,0.0193,0.3903,0.0327,0.1757,0.1215,0.0244,0.7125,0.5705,0.0253,-0.0118,0.0253,-0.91,0.0157
459.625,14.9554,0.7425,0.0386,0.0188,0.0195,0.3862,0.0327,0.1744,0.1202,0.0245,0.7141,0.5694,0.0251,-0.0116,0.0251,-0.9112,0.0142
459.6875,14.9375,0.741,0.0384,0.0187,0.0197,0.3821,0.0326,0.1731,0.1189,0.0246,0.7156,0.5682,0.0249,-0.0114,0.0249,-0.9125,0.0127
459.75,14.9196,0.7395,0.0382,0.0185,0.0198,0.378,0.0325,0.1718,0.1176,0.0246,0.717,0.567,0.0247,-0.0112,0.0247,-0.9137,0.0113
459.8125,14.9018,0.7382,0.038,0.0184,0.02,0.374,0.0325,0.1705,0.1163,0.0247,0.7183,0.5659,0.0245,-0.011,0.0245,-0.9149,0.0099
459.875,14.8839,0.7369,0.0379,0.0182,0.0201,0.3699,0.0324,0.1692,0.115,0.0248,0.7196,0.5647,0.0244,-0.0109,0.0244,-0.916,0.0087
459.9375,14.8661,0.7358,0.0378,0.0181,0.0203,0.3659,0.0324,0.168,0.1137,0.0248,0.7208,0.5636,0.0242,-0.0107,0.0242,-0.9172,0.0075
460,14.8482,0.7347,0.0376,0.018,0.0205,0.362,0.0323,0.1667,0.1124,0.0249,0.7219,0.5624,0.0241,-0.0106,0.0241,-0.9183,0.0064
460.0625,14.8304,0.7336,0.0375,0.0178,0.0206,0.358,0.0323,0.1654,0.1111,0.025,0.7229,0.5612,0.024,-0.0105,0.024,-0.9194,0.0054
460.125,14.8125,0.7327,0.0374,0.0177,0.0208,0.3541,0.0322,0.1641,0.1098,0.0251,0.7239,0.56,0.0239,-0.0104,0.0239,-0.9205,0.0044
460.1875,14.7946,0.7318,0.0374,0.0175,0.021,0.3502,0.0322,0.1629,0.1085,0.0251,0.7247,0.5589,0.0239,-0.0104,0.0239,-0.9215,0.0035
460.25,14.7768,0.731,0.0373,0.0174,0.0212,0.3463,0.0321,0.1616,0.1072,0.0252,0.7255,0.5577,0.0238,-0.0103,0.0238,-0.9226,0.0027
460.3125,14.7589,0.7303,0.0373,0.0173,0.0213,0.3425,0.0321,0.1603,0.1059,0.0253,0.7262,0.5565,0.0238,-0.0103,0.0238,-0.9236,0.002
460.375,14.7411,0.7297,0.0372,0.0171,0.0215,0.3386,0.032,0.159,0.1046,0.0254,0.7269,0.5553,0.0237,-0.0102,0.0237,-0.9246,0.0014
460.4375,14.7232,0.7291,0.0372,0.017,0.0217,0.3348,0.0319,0.1578,0.1033,0.0254,0.7274,0.5541,0.0237,-0.0102,0.0237,-0.9255,8e-04
460.5,14.7054,0.7286,0.0372,0.0168,0.0219,0.331,0.0319,0.1565,0.102,0.0255,0.7279,0.5529,0.0237,-0.0102,0.0237,-0.9265,4e-04
460.5625,14.6892,0.7282,0.0372,0.0167,0.0221,0.3276,0.0318,0.1554,0.1008,0.0256,0.7284,0.5518,0.0237,-0.0102,0.0237,-0.9274,-1e-04
460.625,14.6747,0.7278,0.0371,0.0166,0.0222,0.3246,0.0318,0.1543,0.0998,0.0256,0.7287,0.5508,0.0236,-0.0101,0.0236,-0.9281,-5e-04
460.6875,14.6618,0.7275,0.037,0.0165,0.0223,0.3219,0.0318,0.1534,0.0988,0.0257,0.7291,0.55,0.0235,-0.01,0.0235,-0.9288,-8e-04
460.75,14.6507,0.7272,0.0368,0.0164,0.0225,0.3196,0.0317,0.1526,0.098,0.0258,0.7294,0.5492,0.0233,-0.0098,0.0233,-0.9293,-0.0011
460.8125,14.6412,0.727,0.0366,0.0163,0.0226,0.3177,0.0317,0.152,0.0973,0.0258,0.7296,0.5486,0.0231,-0.0096,0.0231,-0.9298,-0.0013
460.875,14.6334,0.7268,0.0363,0.0163,0.0226,0.3161,0.0317,0.1514,0.0968,0.0258,0.7298,0.5481,0.0228,-0.0093,0.0228,-0.9302,-0.0015
460.9375,14.6272,0.7266,0.036,0.0162,0.0227,0.3148,0.0317,0.151,0.0963,0.0259,0.7299,0.5476,0.0225,-0.009,0.0225,-0.9305,-0.0017
461,14.6228,0.7265,0.0356,0.0162,0.0228,0.3139,0.0316,0.1507,0.096,0.0259,0.73,0.5473,0.0221,-0.0086,0.0221,-0.9307,-0.0018
461.0625,14.62,0.7265,0.0352,0.0162,0.0228,0.3133,0.0316,0.1505,0.0958,0.0259,0.7301,0.5471,0.0217,-0.0082,0.0217,-0.9309,-0.0018
461.125,14.6189,0.7265,0.0348,0.0162,0.0228,0.3131,0.0316,0.1504,0.0957,0.0259,0.7301,0.5471,0.0213,-0.0078,0.0213,-0.9309,-0.0018
461.1875,14.6194,0.7265,0.0343,0.0162,0.0228,0.3132,0.0316,0.1504,0.0958,0.0259,0.73,0.5471,0.0208,-0.0073,0.0208,-0.9309,-0.0018
461.25,14.6217,0.7266,0.0338,0.0162,0.0228,0.3137,0.0316,0.1506,0.0959,0.0259,0.7299,0.5473,0.0203,-0.0068,0.0203,-0.9308,-0.0017
461.3125,14.6256,0.7268,0.0332,0.0162,0.0227,0.3145,0.0317,0.1509,0.0962,0.0259,0.7298,0.5475,0.0197,-0.0062,0.0197,-0.9306,-0.0015
461.375,14.6311,0.727,0.0326,0.0163,0.0227,0.3156,0.0317,0.1513,0.0966,0.0258,0.7296,0.5479,0.0191,-0.0056,0.0191,-0.9303,-0.0013
461.4375,14.6384,0.7272,0.0319,0.0163,0.0226,0.3171,0.0317,0.1518,0.0971,0.0258,0.7294,0.5484,0.0184,-0.0049,0.0184,-0.93,-0.0011
461.5,14.6473,0.7275,0.0312,0.0164,0.0225,0.3189,0.0317,0.1524,0.0978,0.0258,0.7291,0.549,0.0177,-0.0042,0.0177,-0.9295,-8e-04
461.5625,14.6579,0.7278,0.0305,0.0165,0.0224,0.3211,0.0317,0.1532,0.0986,0.0257,0.7288,0.5497,0.017,-0.0035,0.017,-0.929,-5e-04
461.625,14.6702,0.7281,0.0297,0.0166,0.0223,0.3237,0.0318,0.154,0.0995,0.0257,0.7285,0.5505,0.0162,-0.0027,0.0162,-0.9283,-2e-04
461.6875,14.6842,0.7284,0.0288,0.0167,0.0221,0.3266,0.0318,0.155,0.1005,0.0256,0.7282,0.5515,0.0153,-0.0018,0.0153,-0.9276,1e-04
461.75,14.6998,0.7287,0.0279,0.0168,0.0219,0.3299,0.0319,0.1561,0.1016,0.0255,0.7279,0.5525,0.0144,-9e-04,0.0144,-0.9268,4e-04
461.8125,14.7171,0.729,0.0269,0.0169,0.0218,0.3335,0.0319,0.1573,0.1029,0.0255,0.7275,0.5537,0.0134,1e-04,0.0134,-0.9259,7e-04
461.875,14.736,0.7293,0.0259,0.0171,0.0216,0.3376,0.032,0.1587,0.1043,0.0254,0.7272,0.555,0.0124,0.0011,0.0124,-0.9248,0.0011
461.9375,14.7567,0.7297,0.0249,0.0172,0.0214,0.342,0.032,0.1602,0.1058,0.0253,0.7269,0.5563,0.0114,0.0021,0.0114,-0.9237,0.0014
462,14.779,0.73,0.0238,0.0174,0.0211,0.3468,0.0321,0.1617,0.1074,0.0252,0.7266,0.5578,0.0103,0.0032,0.0103,-0.9224,0.0017
462.0625,14.803,0.7303,0.0227,0.0176,0.0209,0.352,0.0322,0.1635,0.1091,0.0251,0.7262,0.5594,0.0092,0.0043,0.0092,-0.921,0.0021
462.125,14.8287,0.7307,0.0215,0.0178,0.0207,0.3576,0.0323,0.1653,0.111,0.025,0.7259,0.5611,0.008,0.0055,0.008,-0.9195,0.0024
462.1875,14.856,0.7311,0.0202,0.018,0.0204,0.3637,0.0323,0.1672,0.113,0.0249,0.7255,0.5629,0.0067,0.0068,0.0067,-0.9178,0.0028
462.25,14.885,0.7314,0.0189,0.0182,0.0201,0.3702,0.0324,0.1693,0.1151,0.0248,0.7251,0.5648,0.0054,0.0081,0.0054,-0.916,0.0031
462.3125,14.9157,0.7318,0.0176,0.0185,0.0199,0.3771,0.0325,0.1715,0.1174,0.0247,0.7248,0.5668,0.0041,0.0094,0.0041,-0.9139,0.0035
462.375,14.9481,0.7321,0.0162,0.0188,0.0196,0.3845,0.0326,0.1739,0.1197,0.0245,0.7244,0.5689,0.0027,0.0108,0.0027,-0.9117,0.0039
462.4375,14.9821,0.7325,0.0148,0.019,0.0193,0.3924,0.0327,0.1763,0.1222,0.0244,0.724,0.5711,0.0013,0.0122,0.0013,-0.9093,0.0042
462.5,15.0179,0.7329,0.0133,0.0193,0.019,0.4008,0.0328,0.1789,0.1248,0.0243,0.7236,0.5734,-2e-04,0.0137,-2e-04,-0.9067,0.0046
462.5625,15.053,0.7334,0.0119,0.0196,0.0187,0.4091,0.033,0.1814,0.1274,0.0241,0.7232,0.5756,-0.0016,0.0151,-0.0016,-0.904,0.0051
462.625,15.0876,0.7339,0.0106,0.0199,0.0184,0.4174,0.0331,0.1839,0.1299,0.024,0.7226,0.5778,-0.0029,0.0164,-0.0029,-0.9013,0.0057
462.6875,15.1217,0.7346,0.0093,0.0202,0.0181,0.4256,0.0332,0.1864,0.1324,0.0239,0.722,0.5799,-0.0042,0.0177,-0.0042,-0.8984,0.0063
462.75,15.1551,0.7353,0.0082,0.0205,0.0179,0.4338,0.0333,0.1888,0.1348,0.0238,0.7213,0.582,-0.0053,0.0188,-0.0053,-0.8955,0.007
462.8125,15.1881,0.7361,0.0071,0.0208,0.0177,0.442,0.0334,0.1912,0.1372,0.0237,0.7205,0.5841,-0.0064,0.0199,-0.0064,-0.8926,0.0078
462.875,15.2204,0.737,0.0061,0.021,0.0174,0.4501,0.0335,0.1936,0.1396,0.0236,0.7196,0.5861,-0.0074,0.0209,-0.0074,-0.8896,0.0087
462.9375,15.2522,0.738,0.0052,0.0213,0.0172,0.4581,0.0336,0.1959,0.1419,0.0235,0.7186,0.5881,-0.0083,0.0218,-0.0083,-0.8865,0.0097
463,15.2835,0.739,0.0044,0.0216,0.017,0.4661,0.0337,0.1982,0.1442,0.0234,0.7176,0.59,-0.0091,0.0226,-0.0091,-0.8833,0.0107
463.0625,15.3142,0.7401,0.0037,0.0219,0.0168,0.474,0.0338,0.2005,0.1464,0.0233,0.7164,0.5919,-0.0098,0.0233,-0.0098,-0.8801,0.0119
463.125,15.3443,0.7414,0.0031,0.0221,0.0166,0.4819,0.0339,0.2027,0.1486,0.0232,0.7152,0.5937,-0.0104,0.0239,-0.0104,-0.8768,0.0131
463.1875,15.3739,0.7427,0.0025,0.0224,0.0164,0.4897,0.034,0.2049,0.1508,0.0231,0.7139,0.5955,-0.011,0.0245,-0.011,-0.8734,0.0144
463.25,15.4029,0.7441,0.002,0.0226,0.0162,0.4974,0.0341,0.207,0.1529,0.023,0.7125,0.5972,-0.0115,0.025,-0.0115,-0.87,0.0158
463.3125,15.4314,0.7455,0.0017,0.0229,0.0161,0.505,0.0342,0.2091,0.1549,0.0229,0.711,0.5989,-0.0118,0.0253,-0.0118,-0.8666,0.0173
463.375,15.4593,0.7471,0.0014,0.0232,0.0159,0.5125,0.0342,0.2112,0.157,0.0228,0.7095,0.6006,-0.0121,0.0256,-0.0121,-0.863,0.0188
463.4375,15.4866,0.7488,0.0011,0.0234,0.0158,0.52,0.0343,0.2132,0.159,0.0227,0.7078,0.6022,-0.0124,0.0259,-0.0124,-0.8594,0.0205
463.5,15.5134,0.7505,0.001,0.0236,0.0156,0.5273,0.0344,0.2152,0.1609,0.0227,0.7061,0.6038,-0.0125,0.026,-0.0125,-0.8558,0.0222
463.5625,15.5391,0.7522,9e-04,0.0239,0.0155,0.5344,0.0345,0.2171,0.1628,0.0226,0.7043,0.6053,-0.0126,0.0261,-0.0126,-0.8522,0.0239
